,target_user,target_user_stance,response_user,response_user_stance
866,3778429406,1,987357970605408257,1
867,129235890,-1,2857356332,-1
868,35218566,-1,807779662155935744,0
869,24506246,1,854338572832428032,1
870,249722522,-1,29593475,-1
871,247981000,-1,891529460968587265,-1
872,19847765,1,1154563261,1
873,19914257,1,18266688,-1
874,25073877,-1,836277460417171456,0
875,78160606,1,118101086,1
876,3050271631,1,726919636797771777,1
877,384009624,1,18457820,1
878,91180720,1,988145162219085825,1
879,19658826,1,3064649189,1
880,784261346,1,2547964104,1
881,3995778614,-1,3015828635,-1
882,2869858477,1,1362047599,1
883,812135885328236551,-1,60690365,-1
884,705441650076684288,1,983776497738571776,1
885,31540671,-1,849880970,1
886,810619093749559296,1,1522458356,1
887,2684865902,1,2261857839,1
888,2417586104,-1,44936481,-1
889,91386979,1,55712928,1
890,1674315427,-1,3923969715,-1
891,1674315427,-1,437976746,1
892,280664117,-1,33938115,0
893,457743272,1,2209011535,-1
894,292929271,-1,3951726322,-1
895,2720586630,1,862324808939339777,1
896,2173570430,-1,889589836549681153,1
897,975217231,-1,26496978,-1
898,15450996,1,,0
899,807095,1,805813318304702464,-1
900,375434404,-1,4457735657,1
901,25073877,-1,823307952878653441,1
902,123327472,1,24570249,1
903,9783422,1,800013615705313280,1
904,728039605,1,122262091,1
905,788524,1,49558804,1
906,492833134,-1,127489122,-1
907,1367531,-1,229010922,1
908,834529854339088390,1,159297427,1
909,25073877,-1,976927777,1
910,264501955,-1,1169054324,-1
911,2467791,1,870940122354790401,1
912,3284112337,-1,3031134114,-1
913,717302150259412992,1,352820706,1
914,60783724,1,3843511335,1
915,895017068,1,536494673,1
916,1917731,1,15189464,1
917,28162211,1,809382295,1
918,826104850194653186,-1,2913678013,-1
919,147725246,-1,20728449,1
920,1113100093,-1,,0
921,14792049,1,1710476310,1
922,22129280,1,469161155,1
923,2448135692,-1,2920231927,1
924,785209740,1,17908679,1
925,34262462,1,183138723,1
926,3281853858,1,26199079,1
927,3735469043,1,771503841133072384,1
928,247981000,-1,,0
929,231653036,-1,489828812,-1
930,3284112337,-1,369797330,1
931,34858992,1,948792503850979328,1
932,2375568110,-1,3295254114,-1
933,32871086,1,3439408259,-1
934,1394399438,1,947939622037925893,0
935,16330790,-1,16491845,1
936,224407435,-1,2400173262,-1
937,19489239,1,774543223,0
938,1652541,1,125038870,-1
939,918274726363004928,-1,2959126525,-1
940,499154896,-1,301637641,1
941,17980523,-1,2732163972,0
942,12612432,-1,262715869,1
943,26900055,-1,763071317163651072,0
944,759251,1,3052249984,1
945,23176276,1,423031272,0
946,7768402,1,239114850,1
947,7768402,1,37385667,0
948,18576537,-1,993917833645101061,0
949,1475843268,-1,3653453173,-1
950,3353061012,-1,855192412997599232,-1
951,15462819,1,990208711,1
952,14296273,1,15359260,1
953,,0,,0
954,15986949,-1,925008662183133184,-1
955,18956073,-1,325183399,-1
956,10292132,-1,724803098049269760,-1
957,25073877,-1,,0
958,76611108,1,2567767296,1
959,52089472,1,22365812,1
960,839864106140192770,-1,271932229,1
961,68151046,1,223716674,1
962,457984599,-1,836972755371372544,0
963,3229682659,0,3368665990,0
964,494668818,1,783680125716008960,0
965,112047805,-1,39706186,-1
966,25073877,-1,14467350,1
967,47747074,1,914567454,1
968,17513304,-1,2937553848,0
969,835676806455832576,-1,1208772732,-1
970,769463510338109440,-1,701858788089810944,-1
971,205864193,1,320137555,1
972,9830752,1,2207314680,1
973,132339474,1,184777762,1
974,928996263957352448,-1,137866580,-1
975,26900055,-1,85997303,-1
976,35218566,-1,38723680,1
977,19865053,1,256776183,1
978,22771961,1,269987541,1
979,51241574,1,,0
980,1339835893,1,21835467,1
981,375434404,-1,327715590,-1
982,430775674,-1,985988791193227264,-1
983,1367531,-1,703663330796269569,-1
984,25073877,-1,179564825,1
985,44397959,-1,2280896059,-1
986,2358057750,1,809379821574914048,1
987,469194846,-1,19416225,1
988,32871086,1,838764299816480768,1
989,37965812,-1,868746051574009857,-1
990,39155029,1,50221879,1
991,820354372827758592,1,1493767938,-1
992,21258337,1,705462870289588225,0
993,21829541,1,821058856277004288,1
994,98992586,1,841322323781255168,1
995,983419375,1,770627905097433088,0
996,18028893,1,15477645,1
997,3345915579,-1,314010085,-1
998,19400611,-1,787889499128860672,-1
999,28785486,1,433817753,0
1000,56413858,-1,238119859,0
1001,17801749,1,2763729123,1
1002,462104542,-1,274179146,1
1003,64643056,1,717937671,0
1004,980611,1,3009484717,0
1005,275276082,-1,889671569982619648,-1
1006,85131054,1,2715689509,-1
1007,329819402,-1,1431031490,1
1008,51241574,1,438582267,0
1009,126401831,1,4152366797,1
1010,51241574,1,3579361696,1
1011,148830421,-1,2339161698,-1
1012,34927577,-1,221173706,1
1013,14662354,-1,1075129555,1
1014,2263220017,1,19702636,1
1015,15220768,1,108334613,1
1016,428333,1,33520167,1
1017,80803819,1,2497105819,1
1018,15441965,1,1392359263,-1
1019,19059966,1,14152680,1
1020,205864193,1,63482958,-1
1021,25073877,-1,733481165563158528,-1
1022,17061263,-1,568790348,1
1023,39308549,-1,48091126,1
1024,1903712426,1,2873962048,1
1025,2289770467,1,115557021,1
1026,273542042,1,184081138,-1
1027,917972406198775808,-1,542112461,-1
1028,812135885328236551,-1,2384208787,-1
1029,166751745,-1,,0
1030,323348247,1,4919824829,1
1031,23047519,1,,0
1032,302971361,1,954914029830537217,1
1033,129834917,1,2879290480,1
1034,108617810,1,22533825,0
1035,129834917,1,916294963851341824,1
1036,,0,712672839745335296,1
1037,24733117,1,53300275,1
1038,860123351154556928,1,711259440,1
1039,3918098141,-1,850130990706151428,1
1040,2432310906,1,903619657436983298,1
1041,1322420269,1,18551615,-1
1042,498753368,1,1152701054,1
1043,457984599,-1,268168952,-1
1044,15205864,1,935688830,1
1045,121514648,-1,,0
1046,964032914626359296,1,210174961,0
1047,147725246,-1,718468278,-1
1048,1367531,-1,1057944589,1
1049,789139435036213250,-1,76888698,-1
1050,48459553,-1,900387175,-1
1051,397055388,1,2942570415,-1
1052,,0,2389018658,1
1053,17134268,1,,0
1054,17061263,-1,568790348,1
1055,302971361,1,701825784944553985,1
1056,880801071052062720,-1,80338659,1
1057,23839835,1,703069812050829313,1
1058,38495835,-1,34250822,-1
1059,34371118,-1,362255426,-1
1060,13850422,1,342844870,0
1061,25073877,-1,,0
1062,1652541,1,2443083780,1
1063,1652541,1,884874248065560576,1
1064,1652541,1,194218577,1
1065,759251,1,16247830,1
1066,65497475,1,871827686330556420,1
1067,564111558,1,11272022,1
1068,25073877,-1,871946568718581761,1
1069,205622130,1,,0
1070,2097571,1,1208772732,-1
1071,13850422,1,1090490366,-1
1072,1626294277,1,495799634,0
1073,19038934,1,736670280303710208,-1
1074,2337922261,1,912056954066997249,1
1075,64643056,1,779676161651646464,0
1076,340613443,1,,0
1077,1626294277,1,763861356,1
1078,901857120085213184,-1,,0
1079,931286316,-1,,0
1080,757252723364343809,1,488831225,-1
1081,168531961,-1,15710000,1
1082,869825995,1,277761008,1
1083,734168909553766405,-1,,0
1084,81136269,1,947518482354262016,1
1085,166751745,-1,3302263394,0
1086,15212187,-1,506033683,1
1087,1367531,-1,858226261038166016,0
1088,28739612,0,923494208060645376,0
1089,19489239,1,,0
1090,469999217,-1,37502757,-1
1091,55070643,-1,360037865,1
1092,2490246217,-1,250935095,-1
1093,1375289149,1,770673866339418112,0
1094,2316003960,-1,816746109003411456,-1
1095,115710058,1,53567779,1
1096,580312540,1,111688726,1
1097,489729616,1,3398442107,-1
1098,978787610,1,108049560,1
1099,191298624,1,832813768706895872,1
1100,18266688,-1,1951406928,-1
1101,19580890,1,78703800,0
1102,515838635,1,987742383084265472,1
1103,746236470684311552,1,15910202,1
1104,30354991,1,17907090,1
1105,403647191,1,875888037061853184,1
1106,129834917,1,,0
1107,2316383071,1,979718030,1
1108,2347049341,1,2393151230,1
1109,36711022,1,1589382296,1
1110,240760644,-1,235701871,1
1111,240107748,-1,2620138753,-1
1112,488679352,-1,,0
1113,39151934,1,3480231383,1
1114,812135885328236551,-1,57172775,-1
1115,147725246,-1,3833764048,-1
1116,475454826,1,2269454327,0
1117,485179815,1,39895959,0
1118,25073877,-1,49963820,0
1119,953616483912966144,-1,870063639373402112,-1
1120,403647191,1,1202860063,1
1121,25073877,-1,975073803301634049,0
1122,826104850194653186,-1,2317408482,-1
1123,1626294277,1,3480231383,1
1124,25073877,-1,2254511168,1
1125,2373735295,1,163208914,0
1126,29275869,1,370222475,1
1127,26487169,-1,879756233703665664,1
1128,770315008173629441,1,3408519333,1
1129,755057897583804416,1,2664837850,1
1130,247981000,-1,3086328252,-1
1131,1367531,-1,22039210,1
1132,35218566,-1,813428958259773441,1
1133,810619093749559296,1,813752696,1
1134,131538331,-1,1890308449,1
1135,313080999,1,1282256192,1
1136,113064158,1,16444117,1
1137,752493806,-1,4099415716,-1
1138,15735939,1,18418465,1
1139,78523300,-1,30021484,-1
1140,4894738653,1,115343488,1
1141,38495835,-1,706163655889592321,-1
1142,18643437,-1,721283840,0
1143,807812802761158656,-1,2211146702,0
1144,800086706678419456,-1,49099782,0
1145,470919829,1,850945172,1
1146,64643056,1,420584315,1
1147,820354372827758592,1,64256215,1
1148,940430173517811714,-1,3345484813,-1
1149,7228682,-1,990208711,1
1150,14717197,1,274124869,0
1151,357309363,1,7595102,1
1152,14247236,1,848599899843084288,1
1153,2936015319,1,1623424387,1
1154,14247236,1,23853692,1
1155,32871086,1,358857735,1
1156,22771961,1,788075355856773120,1
1157,11856032,1,1378179548,1
1158,14293310,1,796743428717547520,1
1159,2502895924,-1,970919451263688704,-1
1160,1225696320,1,81148474,1
1161,36397873,-1,18111483,-1
1162,959842754674216960,-1,17836074,1
1163,1626294277,1,2516920201,1
1164,14247236,1,2512979076,1
1165,859993803066716160,1,2869120412,1
1166,78523300,-1,4448640493,-1
1167,817661098988019712,-1,830943937082847232,-1
1168,109025212,1,11177172,1
1169,271441733,-1,816788764798414848,0
1170,884211673631936513,1,732423833659936768,0
1171,826104850194653186,-1,,0
1172,19268706,-1,233398104,0
1173,22771961,1,,0
1174,1146358172,-1,940910671222501378,-1
1175,800707492346925056,1,49001560,0
1176,705812613460918272,1,,0
1177,917501529480765441,-1,,0
1178,1674315427,-1,3025553974,0
1179,296060169,1,1409048978,-1
1180,800111181058838528,1,824326418477654016,1
1181,25073877,-1,982349506279870464,1
1182,139525580,1,959357562234707968,1
1183,8953122,1,16823666,-1
1184,2922928743,1,826600526313832448,0
1185,160010755,1,62423890,1
1186,19580890,1,3886346892,0
1187,14344823,-1,19747338,1
1188,580312540,1,13894852,1
1189,147725246,-1,2174853163,1
1190,25073877,-1,488174979,0
1191,202952121,-1,2188376708,1
1192,706646642,1,556962628,1
1193,2681395092,1,359124808,0
1194,1176994477,1,1392359263,-1
1195,219429281,-1,379912977,-1
1196,25073877,-1,781592869303906304,1
1197,880818095786524673,-1,25360591,1
1198,19914257,1,968775780,0
1199,215207998,1,,0
1200,879333486724861952,-1,28037002,-1
1201,812135885328236551,-1,37144164,-1
1202,429685724,1,1309813524,1
1203,164679813,1,2984767146,1
